CAE_NAME_CLEAN,WIN_NAME_CLEAN,number_of_awards,total_value_euro,authority_node,company_node
arbeitsmarktservice niederösterreich,zib training gmbh,9,28554968.77,AUTH::arbeitsmarktservice niederösterreich,COMP::zib training gmbh
arbeitsmarktservice niederösterreich,"ökokreis verein zur förderung biologischer, ökologischer und sozialer initiativen",1,389204.55,AUTH::arbeitsmarktservice niederösterreich,"COMP::ökokreis verein zur förderung biologischer, ökologischer und sozialer initiativen"
arbeitsmarktservice oberösterreich,alom verein für arbeit und lernen oberes mühlviertel,1,139639.88,AUTH::arbeitsmarktservice oberösterreich,COMP::alom verein für arbeit und lernen oberes mühlviertel
arbeitsmarktservice oberösterreich,berufsförderinstitut oö,1,189639.07,AUTH::arbeitsmarktservice oberösterreich,COMP::berufsförderinstitut oö
arbeitsmarktservice oberösterreich,berufsförderungsinstitut oö,4,1653339.88,AUTH::arbeitsmarktservice oberösterreich,COMP::berufsförderungsinstitut oö
arbeitsmarktservice oberösterreich,berufsförderungsinstitut oö---wifi öfa gmbh,1,550639.42,AUTH::arbeitsmarktservice oberösterreich,COMP::berufsförderungsinstitut oö---wifi öfa gmbh
arbeitsmarktservice oberösterreich,bfi oö,6,2042302.13,AUTH::arbeitsmarktservice oberösterreich,COMP::bfi oö
arbeitsmarktservice oberösterreich,bfi oö---wifi öfa,1,1312920.0,AUTH::arbeitsmarktservice oberösterreich,COMP::bfi oö---wifi öfa
arbeitsmarktservice oberösterreich,bfi oö---wifi öfa gmbh,4,3402920.16,AUTH::arbeitsmarktservice oberösterreich,COMP::bfi oö---wifi öfa gmbh
arbeitsmarktservice oberösterreich,bildungszentrum lenzing gmbh,2,683688.61,AUTH::arbeitsmarktservice oberösterreich,COMP::bildungszentrum lenzing gmbh
arbeitsmarktservice oberösterreich,bit schulungscenter gmbh,1,2386227.0,AUTH::arbeitsmarktservice oberösterreich,COMP::bit schulungscenter gmbh
arbeitsmarktservice oberösterreich,bit schulungscenter gmbh---wifi öfa gmbh,1,141144.08,AUTH::arbeitsmarktservice oberösterreich,COMP::bit schulungscenter gmbh---wifi öfa gmbh
arbeitsmarktservice oberösterreich,die berater gmbh,1,124987.0,AUTH::arbeitsmarktservice oberösterreich,COMP::die berater gmbh
arbeitsmarktservice oberösterreich,die berater unternehmensberatungs gmbh,6,1666652.95,AUTH::arbeitsmarktservice oberösterreich,COMP::die berater unternehmensberatungs gmbh
arbeitsmarktservice oberösterreich,die berater unternehmungsberatungs gmbh,1,599339.49,AUTH::arbeitsmarktservice oberösterreich,COMP::die berater unternehmungsberatungs gmbh
arbeitsmarktservice oberösterreich,ibis acam bildungs gmbh,2,550807.22,AUTH::arbeitsmarktservice oberösterreich,COMP::ibis acam bildungs gmbh
arbeitsmarktservice oberösterreich,ibis acam bildungsgmbh,1,162746.32,AUTH::arbeitsmarktservice oberösterreich,COMP::ibis acam bildungsgmbh
arbeitsmarktservice oberösterreich,mentor gmbh & co og,3,601437.5700000001,AUTH::arbeitsmarktservice oberösterreich,COMP::mentor gmbh & co og
arbeitsmarktservice oberösterreich,rifa ausbildungszentrum,1,519635.0,AUTH::arbeitsmarktservice oberösterreich,COMP::rifa ausbildungszentrum
arbeitsmarktservice oberösterreich,verein zur förderung von arbeit und bildung,1,160283.58,AUTH::arbeitsmarktservice oberösterreich,COMP::verein zur förderung von arbeit und bildung
arbeitsmarktservice oberösterreich,wifi öfa gmbh,7,3666157.4,AUTH::arbeitsmarktservice oberösterreich,COMP::wifi öfa gmbh
arbeitsmarktservice oberösterreich,ösb consulting gmbh,1,2537520.0,AUTH::arbeitsmarktservice oberösterreich,COMP::ösb consulting gmbh
arbeitsmarktservice salzburg,"""die berater"" unternehmensberatungs- gesellschaft m.b.h.",1,125164.49,AUTH::arbeitsmarktservice salzburg,"COMP::""die berater"" unternehmensberatungs- gesellschaft m.b.h."
arbeitsmarktservice salzburg,ibis acam bildungs gmbh,1,358046.49,AUTH::arbeitsmarktservice salzburg,COMP::ibis acam bildungs gmbh
arbeitsmarktservice salzburg,verein zur förderung von arbeit und beschäftigung (fab),2,453337.8,AUTH::arbeitsmarktservice salzburg,COMP::verein zur förderung von arbeit und beschäftigung (fab)
arbeitsmarktservice steiermark,bbrz österreich,1,445500.0,AUTH::arbeitsmarktservice steiermark,COMP::bbrz österreich
arbeitsmarktservice steiermark,berufsförderungsinstitut steiermark,1,1299419.0,AUTH::arbeitsmarktservice steiermark,COMP::berufsförderungsinstitut steiermark
arbeitsmarktservice steiermark,berufsförderungsinstitut steiermark---jugend am werk---ländliches fortbildungsinstitut steiermark---bit schulungscenter gmbh,1,20200000.0,AUTH::arbeitsmarktservice steiermark,COMP::berufsförderungsinstitut steiermark---jugend am werk---ländliches fortbildungsinstitut steiermark---bit schulungscenter gmbh
arbeitsmarktservice steiermark,bfi steiermark,1,894329.32,AUTH::arbeitsmarktservice steiermark,COMP::bfi steiermark
arbeitsmarktservice steiermark,bit schulungscenter gmbh,2,1059298.42,AUTH::arbeitsmarktservice steiermark,COMP::bit schulungscenter gmbh
arbeitsmarktservice tirol,"aw+t, agentur für weiterbildung und talentemanagement gmbh",1,123924.4,AUTH::arbeitsmarktservice tirol,"COMP::aw+t, agentur für weiterbildung und talentemanagement gmbh"
arbeitsmarktservice vorarlberg,aqua mühle vorarlberg ggmbh,1,947901.96,AUTH::arbeitsmarktservice vorarlberg,COMP::aqua mühle vorarlberg ggmbh
arbeitsmarktservice vorarlberg,bietergemeinschaft bfi der ak vorarlberg gmbh und ibis acam bildungs gmbh,1,1500000.0,AUTH::arbeitsmarktservice vorarlberg,COMP::bietergemeinschaft bfi der ak vorarlberg gmbh und ibis acam bildungs gmbh
arbeitsmarktservice vorarlberg,bietergemeinschaft verein zur fab und comino unternehmensberatung gmbh,1,959097.0,AUTH::arbeitsmarktservice vorarlberg,COMP::bietergemeinschaft verein zur fab und comino unternehmensberatung gmbh
arbeitsmarktservice vorarlberg,comino unternehmensberatung erwachsenenbildung gmbh,1,1046862.74,AUTH::arbeitsmarktservice vorarlberg,COMP::comino unternehmensberatung erwachsenenbildung gmbh
arbeitsmarktservice vorarlberg,verein zur förderung von arbeit und beschäftigung (fab),1,249866.0,AUTH::arbeitsmarktservice vorarlberg,COMP::verein zur förderung von arbeit und beschäftigung (fab)
arbeitsmarktservice wien,"""die berater"" unternehmensberatungsgesellschaft m.b.h.",1,2981982.66,AUTH::arbeitsmarktservice wien,"COMP::""die berater"" unternehmensberatungsgesellschaft m.b.h."
arbeitsmarktservice wien,berufsförderungsinstitut wien,2,1482809.89,AUTH::arbeitsmarktservice wien,COMP::berufsförderungsinstitut wien
arbeitsmarktservice wien,best institut für berufsbezogene weiterbildung und personaltraining gmbh,2,2470368.31,AUTH::arbeitsmarktservice wien,COMP::best institut für berufsbezogene weiterbildung und personaltraining gmbh
arbeitsmarktservice wien,bietergemeinschaft abz*austria und berufsförderungsinstitut wien,1,1758774.46,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft abz*austria und berufsförderungsinstitut wien
arbeitsmarktservice wien,bietergemeinschaft alea + partner gmbh / berufsförderungsinstitut wien,1,1839345.39,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft alea + partner gmbh / berufsförderungsinstitut wien
arbeitsmarktservice wien,bietergemeinschaft berufsförderungsinstitut wien / jugend am werk,1,4025254.39,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft berufsförderungsinstitut wien / jugend am werk
arbeitsmarktservice wien,bietergemeinschaft berufsförderungsinstitut wien/bit schulungscenter gmbh,1,3969152.74,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft berufsförderungsinstitut wien/bit schulungscenter gmbh
arbeitsmarktservice wien,bietergemeinschaft best gmbh / weidinger & partner gmbh,1,2425354.68,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft best gmbh / weidinger & partner gmbh
arbeitsmarktservice wien,bietergemeinschaft bfi wien/kapsch gmbh/ibis acam/ipcenter.at,1,13032941.41,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft bfi wien/kapsch gmbh/ibis acam/ipcenter.at
arbeitsmarktservice wien,bietergemeinschaft bit schulungscenter gmbh und die berater unternehmensberatungs gmbh,1,2455844.43,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft bit schulungscenter gmbh und die berater unternehmensberatungs gmbh
arbeitsmarktservice wien,bietergemeinschaft bit schulungscenter gmbh und ipcenter.at gmbh,1,5112269.11,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft bit schulungscenter gmbh und ipcenter.at gmbh
arbeitsmarktservice wien,"bietergemeinschaft die berater unternehmensberatungs gmbh, best gmbh und bfi wien",1,2224556.74,AUTH::arbeitsmarktservice wien,"COMP::bietergemeinschaft die berater unternehmensberatungs gmbh, best gmbh und bfi wien"
arbeitsmarktservice wien,"bietergemeinschaft ibis acam bildungs gmbh, bfi wien und weidinger & partner",1,8368418.77,AUTH::arbeitsmarktservice wien,"COMP::bietergemeinschaft ibis acam bildungs gmbh, bfi wien und weidinger & partner"
arbeitsmarktservice wien,bietergemeinschaft ipcenter.at gmbh und ibis acam bildungs gmbh,1,10462340.29,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft ipcenter.at gmbh und ibis acam bildungs gmbh
arbeitsmarktservice wien,bietergemeinschaft mentor gmbh & co og u. die berater unternehmensberatungs gmbh,1,4798331.96,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft mentor gmbh & co og u. die berater unternehmensberatungs gmbh
arbeitsmarktservice wien,bietergemeinschaft murad & murad gmbh und weidinger & partner,1,453008.19,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft murad & murad gmbh und weidinger & partner
arbeitsmarktservice wien,bietergemeinschaft the update training gmbh und abz*austria,1,412306.33,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft the update training gmbh und abz*austria
arbeitsmarktservice wien,bietergemeinschaft the update training gmbh und zib training gmbh,1,4316308.43,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft the update training gmbh und zib training gmbh
arbeitsmarktservice wien,bietergemeinschaft zib training gmbh / update training gmbh,1,4954242.22,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft zib training gmbh / update training gmbh
arbeitsmarktservice wien,bietergemeinschaft zib training gmbh und weidinger & partner gesellschaft mbh,1,2432915.92,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft zib training gmbh und weidinger & partner gesellschaft mbh
arbeitsmarktservice wien,bietergemeinschaft ösb consulting gmbh und bit management beratung gmbh,1,3670514.28,AUTH::arbeitsmarktservice wien,COMP::bietergemeinschaft ösb consulting gmbh und bit management beratung gmbh
arbeitsmarktservice wien,bige berufsförderungsinstitut wien/ipcenter.at gmbh,1,4027968.68,AUTH::arbeitsmarktservice wien,COMP::bige berufsförderungsinstitut wien/ipcenter.at gmbh
arbeitsmarktservice wien,bige weidinger & partner gmbh/best institut für berufsbezogene weiterbildung und personaltraining gmbh,1,3076226.24,AUTH::arbeitsmarktservice wien,COMP::bige weidinger & partner gmbh/best institut für berufsbezogene weiterbildung und personaltraining gmbh
arbeitsmarktservice wien,ibis acam bildungs gmbh,4,17198722.04,AUTH::arbeitsmarktservice wien,COMP::ibis acam bildungs gmbh
arbeitsmarktservice wien,jugend am werk bildungs:raum gmbh,2,19605987.38,AUTH::arbeitsmarktservice wien,COMP::jugend am werk bildungs:raum gmbh
arbeitsmarktservice wien,mentor management-entwicklung- organisation gmbh & co og,1,1447830.55,AUTH::arbeitsmarktservice wien,COMP::mentor management-entwicklung- organisation gmbh & co og
arbeitsmarktservice wien,mentor management-entwicklung-organisation gmbh & co og,1,4630173.14,AUTH::arbeitsmarktservice wien,COMP::mentor management-entwicklung-organisation gmbh & co og
arbeitsmarktservice wien,team 4 projektmanagement gmbh,1,1162960.57,AUTH::arbeitsmarktservice wien,COMP::team 4 projektmanagement gmbh
arbeitsmarktservice wien,weidinger & partner gmbh,1,5434709.22,AUTH::arbeitsmarktservice wien,COMP::weidinger & partner gmbh
arbeitsmarktservice wien,zib training gmbh,2,1648559.99,AUTH::arbeitsmarktservice wien,COMP::zib training gmbh
arbeitsmarktservice österreich,adobe systems software ireland ltd,1,148300.0,AUTH::arbeitsmarktservice österreich,COMP::adobe systems software ireland ltd
arbeitsmarktservice österreich,bit schulungscenter gmbh,2,326740.0,AUTH::arbeitsmarktservice österreich,COMP::bit schulungscenter gmbh
arbeitsmarktservice österreich,clevis software services gmbh,1,500000.0,AUTH::arbeitsmarktservice österreich,COMP::clevis software services gmbh
arbeitsmarktservice österreich,digitalberatung gmbh,1,600000.0,AUTH::arbeitsmarktservice österreich,COMP::digitalberatung gmbh
arbeitsmarktservice österreich,fwd gmbh,1,500000.0,AUTH::arbeitsmarktservice österreich,COMP::fwd gmbh
arbeitsmarktservice österreich,joanneum research forschungsgesellschaft mbh,1,750000.0,AUTH::arbeitsmarktservice österreich,COMP::joanneum research forschungsgesellschaft mbh
are austrian real estate gmbh vertreten durch die bundesimmobiliengesellschaft m.b.h.,alu-sommer gmbh,1,16459446.08,AUTH::are austrian real estate gmbh vertreten durch die bundesimmobiliengesellschaft m.b.h.,COMP::alu-sommer gmbh
are austrian real estate gmbh vertreten durch die bundesimmobiliengesellschaft m.b.h.,arge gbs / karl und bremhorst architekten zt gmbh---arge gbs / s hoch 2 zt gmbh,1,976800.0,AUTH::are austrian real estate gmbh vertreten durch die bundesimmobiliengesellschaft m.b.h.,COMP::arge gbs / karl und bremhorst architekten zt gmbh---arge gbs / s hoch 2 zt gmbh
are austrian real estate gmbh vertreten durch die bundesimmobiliengesellschaft m.b.h.,hb fliesen gmbh,1,118759.4,AUTH::are austrian real estate gmbh vertreten durch die bundesimmobiliengesellschaft m.b.h.,COMP::hb fliesen gmbh
are austrian real estate gmbh vertreten durch die bundesimmobiliengesellschaft m.b.h.,karl und bremhorst architekten zt gmbh,1,426146.95,AUTH::are austrian real estate gmbh vertreten durch die bundesimmobiliengesellschaft m.b.h.,COMP::karl und bremhorst architekten zt gmbh
are austrian real estate gmbh vertreten durch die bundesimmobiliengesellschaft m.b.h.,ortner ges.m.b.h.,1,3372402.49,AUTH::are austrian real estate gmbh vertreten durch die bundesimmobiliengesellschaft m.b.h.,COMP::ortner ges.m.b.h.
are austrian real estate gmbh vertreten durch die bundesimmobiliengesellschaft m.b.h.,wurzwallner tischlerei gmbh,1,101915.0,AUTH::are austrian real estate gmbh vertreten durch die bundesimmobiliengesellschaft m.b.h.,COMP::wurzwallner tischlerei gmbh
are austrian real estate gmbh. vertreten durch die bundesimmobiliengesellschaft m.b.h.,allmetall aluminium und stahlbau gesellschaft m.b.h.,1,531527.0,AUTH::are austrian real estate gmbh. vertreten durch die bundesimmobiliengesellschaft m.b.h.,COMP::allmetall aluminium und stahlbau gesellschaft m.b.h.
are austrian real estate gmbh. vertreten durch die bundesimmobiliengesellschaft m.b.h.,arge elektro siz elin fiegl & spielberger,1,15375271.06,AUTH::are austrian real estate gmbh. vertreten durch die bundesimmobiliengesellschaft m.b.h.,COMP::arge elektro siz elin fiegl & spielberger
are austrian real estate gmbh. vertreten durch die bundesimmobiliengesellschaft m.b.h.,bauschutz gmbh & co. kg,1,2395752.46,AUTH::are austrian real estate gmbh. vertreten durch die bundesimmobiliengesellschaft m.b.h.,COMP::bauschutz gmbh & co. kg
are austrian real estate gmbh. vertreten durch die bundesimmobiliengesellschaft m.b.h.,bosnjak dach gmbh,1,476770.68,AUTH::are austrian real estate gmbh. vertreten durch die bundesimmobiliengesellschaft m.b.h.,COMP::bosnjak dach gmbh
are austrian real estate gmbh. vertreten durch die bundesimmobiliengesellschaft m.b.h.,elin gmbh,1,946732.06,AUTH::are austrian real estate gmbh. vertreten durch die bundesimmobiliengesellschaft m.b.h.,COMP::elin gmbh
are austrian real estate gmbh. vertreten durch die bundesimmobiliengesellschaft m.b.h.,elin gmbh---fiegl & spielberger gmbh,1,1030664.43,AUTH::are austrian real estate gmbh. vertreten durch die bundesimmobiliengesellschaft m.b.h.,COMP::elin gmbh---fiegl & spielberger gmbh
